when,battery,d15cm,d15cm_bias,d45cm,d45cm_bias,d75cm,d75cm_bias
25-May-2017 10:45:40,5.4942,1680,-501,628,177,548,126
25-May-2017 11:17:40,5.4942,1680,-501,628,177,548,126
25-May-2017 12:00:33,5.4942,1680,-501,628,177,548,126
25-May-2017 12:30:33,5.4942,1680,-501,628,177,548,126
25-May-2017 13:15:33,5.4942,1680,-501,628,177,548,126
25-May-2017 13:30:33,5.4942,1680,-501,628,177,548,126
25-May-2017 14:00:33,5.4942,1680,-501,628,177,548,126
25-May-2017 15:15:34,5.4942,1680,-501,628,177,548,126
25-May-2017 15:30:33,5.4942,1680,-501,628,177,548,126
25-May-2017 16:30:33,5.4942,1680,-501,628,177,548,126
25-May-2017 17:45:33,5.4942,1680,-501,628,177,548,126
25-May-2017 18:00:33,5.4942,1680,-501,628,177,548,126
25-May-2017 18:15:32,5.4942,1680,-501,628,177,548,126
25-May-2017 18:45:33,5.4942,1680,-501,628,177,548,126
25-May-2017 19:45:33,5.4942,1680,-501,628,177,548,126
25-May-2017 20:00:33,5.4942,1680,-501,628,177,548,126
25-May-2017 20:30:38,5.4942,1680,-501,628,177,548,126
25-May-2017 21:00:33,5.4942,1680,-501,628,177,548,126
25-May-2017 21:45:33,5.4942,1680,-501,628,177,548,126
25-May-2017 22:00:35,5.4942,1680,-501,628,177,548,126
25-May-2017 22:15:33,5.4942,1680,-501,628,177,548,126
26-May-2017 06:15:32,5.4942,1680,-501,628,177,548,126
26-May-2017 06:30:32,5.4942,1680,-501,628,177,548,126
26-May-2017 07:00:33,5.4942,1680,-501,628,177,548,126
26-May-2017 08:15:33,5.4942,1680,-501,628,177,548,126
26-May-2017 09:30:34,5.4942,1680,-501,628,177,548,126
26-May-2017 09:45:33,5.4942,1680,-501,628,177,548,126
26-May-2017 10:00:32,5.4942,1680,-501,628,177,548,126
26-May-2017 10:15:33,5.4942,1680,-501,628,177,548,126
26-May-2017 10:30:33,5.4942,1680,-501,628,177,548,126
26-May-2017 13:00:33,5.4942,1680,-501,628,177,548,126
26-May-2017 13:15:33,5.4942,1680,-501,628,177,548,126
26-May-2017 13:30:32,5.4942,1680,-501,628,177,548,126
26-May-2017 13:45:32,5.4942,1680,-501,628,177,548,126
26-May-2017 14:15:32,5.4942,1680,-501,628,177,548,126
26-May-2017 14:45:32,5.4942,1680,-501,628,177,548,126
26-May-2017 15:30:32,5.4942,1680,-501,628,177,548,126
26-May-2017 17:00:34,5.4942,1680,-501,628,177,548,126
26-May-2017 17:15:40,5.4942,1680,-501,628,177,548,126
26-May-2017 17:30:32,5.4942,1680,-501,628,177,548,126
26-May-2017 17:45:32,5.4942,1680,-501,628,177,548,126
26-May-2017 18:30:32,5.4942,1680,-501,628,177,548,126
27-May-2017 07:45:32,5.4942,1680,-501,628,177,548,126
27-May-2017 08:15:32,5.4942,1680,-501,628,177,548,126
27-May-2017 08:30:32,5.4942,1680,-501,628,177,548,126
27-May-2017 08:45:32,5.4942,1680,-501,628,177,548,126
27-May-2017 09:00:32,5.4942,1680,-501,628,177,548,126
27-May-2017 11:45:35,5.4942,1680,-501,628,177,548,126
27-May-2017 12:15:31,5.4942,1680,-501,628,177,548,126
27-May-2017 13:00:32,5.4942,1680,-501,628,177,548,126
27-May-2017 14:15:50,5.4942,1680,-501,628,177,548,126
27-May-2017 14:30:32,5.4942,1680,-501,628,177,548,126
