codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_direcao,vento_rajada,radiacao,precipitacao
A359,10/05/2017,06,25.8,25.9,25.6,79,80,78,22.0,22.1,21.8,997.9,998.3,997.9,3.2,122,8.3,-3.54,0.0
A359,10/05/2017,05,25.8,25.9,25.6,80,82,80,22.0,22.5,22.0,998.3,999.1,998.3,3.2,121,7.7,-3.54,0.0
A359,10/05/2017,04,25.6,26.1,25.6,82,82,79,22.3,22.3,22.0,999.1,999.6,999.1,3.0,108,6.9,-3.54,0.0
A359,10/05/2017,03,25.9,26.0,25.5,79,84,79,22.0,22.8,22.0,999.6,1000.4,999.6,3.0,109,6.0,-3.53,0.0
A359,10/05/2017,02,25.8,25.9,25.7,83,84,83,22.7,22.8,22.6,1000.4,1000.8,1000.4,3.2,107,6.7,-3.54,0.0
A359,10/05/2017,01,25.8,26.0,25.8,83,85,82,22.8,23.1,22.7,1000.7,1000.8,1000.4,3.6,112,7.8,-3.47,0.0
A359,10/05/2017,00,25.8,25.8,25.7,85,85,84,23.1,23.1,22.9,1000.4,1000.4,999.6,3.9,97,6.8,-3.54,0.0
A359,11/05/2017,23,26.2,26.8,26.2,78,78,73,22.2,22.2,21.6,999.7,999.7,999.0,2.5,118,6.2,-3.54,0.0
A359,11/05/2017,22,26.8,27.4,26.8,73,73,71,21.6,21.9,21.6,999.0,999.0,998.1,3.6,103,6.3,-3.54,0.0
A359,11/05/2017,21,27.4,28.8,27.4,72,72,66,21.9,22.0,21.8,998.1,998.1,997.3,3.4,98,7.0,32.56,0.0
A359,11/05/2017,20,28.8,29.8,28.8,66,69,65,21.8,23.3,21.8,997.3,997.3,997.1,4.6,85,9.0,565.3,0.0
A359,11/05/2017,19,29.6,31.7,29.6,68,69,60,23.2,23.5,22.3,997.1,997.3,997.1,4.7,80,7.7,1388.,0.0
A359,11/05/2017,18,31.4,32.1,31.0,61,63,58,23.0,23.6,22.3,997.3,997.8,997.3,3.6,110,7.6,2240.,0.0
A359,11/05/2017,17,31.6,31.7,30.3,61,64,58,23.1,23.3,21.9,997.8,998.5,997.8,3.5,110,7.4,2370.,0.0
A359,11/05/2017,16,31.6,31.6,30.6,60,63,58,22.9,23.5,21.9,998.5,999.5,998.5,3.3,122,8.4,2949.,0.0
A359,11/05/2017,15,30.7,31.1,29.8,61,66,60,22.3,23.5,21.6,999.5,1000.2,999.5,3.7,114,9.7,2811.,0.0
A359,11/05/2017,14,30.3,30.3,29.3,63,66,61,22.4,23.2,21.4,1000.1,1000.4,1000.1,5.3,109,9.7,2738.,0.0
A359,11/05/2017,13,29.3,29.7,28.6,65,68,61,22.1,22.6,20.9,1000.4,1000.4,1000.3,4.9,116,9.8,2620.,0.0
A359,11/05/2017,12,28.7,28.8,27.7,66,70,64,21.6,21.9,21.0,1000.3,1000.5,1000.2,5.0,128,11.5,1924.,0.0
A359,11/05/2017,11,27.7,27.8,27.4,69,71,67,21.5,22.0,20.8,1000.2,1000.2,999.6,5.7,123,11.5,1196.,0.0
A359,11/05/2017,10,27.4,27.5,26.5,67,75,67,20.8,21.8,20.8,999.7,999.7,999.0,4.9,127,9.6,393.0,0.0
A359,11/05/2017,09,26.6,26.6,26.1,73,77,73,21.4,21.8,21.3,999.0,999.0,998.4,4.3,132,9.6,23.80,0.0
A359,11/05/2017,08,26.3,26.5,26.0,76,81,76,21.7,22.5,21.7,998.4,998.6,998.4,3.4,124,8.3,-3.54,0.0
A359,11/05/2017,07,26.1,26.1,25.8,81,83,81,22.6,22.6,22.4,998.5,998.6,998.4,3.2,120,5.5,-3.54,0.0
A359,11/05/2017,06,25.8,26.3,25.8,83,83,81,22.6,22.9,22.6,998.5,998.8,998.5,2.4,107,7.1,-3.54,0.0
A359,11/05/2017,05,26.3,26.4,26.2,81,82,81,22.8,22.9,22.7,998.8,999.4,998.8,4.1,104,7.2,-3.54,0.0
A359,11/05/2017,04,26.3,26.5,26.1,81,82,81,22.8,23.1,22.7,999.4,999.9,999.4,2.9,110,5.7,-3.54,0.0
A359,11/05/2017,03,26.5,26.5,26.2,82,83,82,23.1,23.2,22.9,999.9,1000.0,999.8,2.7,109,7.2,-3.53,0.0
A359,11/05/2017,02,26.3,26.3,26.1,82,83,81,23.0,23.0,22.6,999.9,1000.0,999.8,3.2,114,7.3,-3.54,0.0
A359,11/05/2017,01,26.2,26.3,26.0,81,81,76,22.6,22.6,21.6,1000.0,1000.0,999.7,2.6,119,4.9,-3.54,0.0
A359,11/05/2017,00,26.2,26.6,25.8,76,77,73,21.6,21.6,21.2,999.7,999.7,999.3,2.6,101,6.1,-3.54,0.0
A359,12/05/2017,23,26.6,26.7,26.4,76,77,74,22.1,22.1,21.7,1001.2,1001.2,1000.3,2.9,114,6.4,-3.54,0.0
A359,12/05/2017,22,26.7,27.2,26.6,75,76,74,21.8,22.2,21.8,1000.3,1000.3,999.7,3.4,115,6.9,-3.54,0.0
A359,12/05/2017,21,27.1,28.6,27.1,75,75,70,22.3,22.7,22.3,999.8,999.8,999.2,3.9,98,7.7,45.38,0.0
A359,12/05/2017,20,28.6,30.1,28.6,70,71,65,22.7,23.2,22.6,999.2,999.2,999.0,4.8,87,7.7,639.7,0.0
A359,12/05/2017,19,30.0,31.4,30.0,65,65,54,22.6,23.0,20.7,999.1,999.1,998.9,4.7,84,7.5,1489.,0.0
A359,12/05/2017,18,31.4,31.9,31.1,57,58,53,21.9,22.2,20.6,999.1,999.6,999.0,3.1,121,8.0,2144.,0.0
A359,12/05/2017,17,31.6,31.9,31.4,54,56,52,21.2,21.9,20.6,999.6,1000.3,999.6,3.8,122,9.7,2804.,0.0
A359,12/05/2017,16,31.7,31.7,31.1,55,58,52,21.6,22.1,20.5,1000.3,1000.9,1000.3,4.7,118,9.5,3218.,0.0
A359,12/05/2017,15,31.5,31.7,30.7,56,63,55,21.8,23.0,21.2,1000.8,1001.6,1000.8,4.5,137,10.1,3323.,0.0
A359,12/05/2017,14,30.7,31.0,29.7,60,66,58,22.0,23.0,21.1,1001.6,1002.0,1001.6,4.1,132,11.0,3184.,0.0
A359,12/05/2017,13,30.0,30.0,28.9,62,68,62,22.0,22.9,21.6,1001.9,1002.0,1001.7,5.9,109,11.8,2634.,0.0
A359,12/05/2017,12,28.9,29.2,27.9,67,73,65,22.0,23.0,21.6,1001.7,1001.8,1001.2,6.1,120,11.2,2241.,0.0
A359,12/05/2017,11,27.9,28.0,26.8,73,78,72,22.7,23.1,22.0,1001.2,1001.2,1000.5,3.5,131,8.8,885.7,0.0
A359,12/05/2017,10,26.8,27.3,26.1,78,82,76,22.6,23.0,22.3,1000.5,1000.5,999.8,2.7,123,8.4,265.2,0.0
A359,12/05/2017,09,26.2,26.2,25.9,82,83,82,22.8,23.0,22.8,999.8,999.9,999.5,4.5,108,8.4,16.83,0.0
A359,12/05/2017,08,26.1,26.1,25.8,83,86,83,23.0,23.3,22.9,999.5,999.5,999.1,3.7,114,7.0,-2.13,0.0
A359,12/05/2017,07,25.8,26.4,25.6,86,87,81,23.3,23.3,22.9,999.1,999.2,999.1,3.0,97,7.0,-2.85,0.2
A359,12/05/2017,06,26.3,26.5,26.3,81,81,80,22.9,22.9,22.7,999.1,999.3,999.1,3.6,107,6.7,-3.46,0.0
A359,12/05/2017,05,26.3,26.3,26.1,81,82,81,22.8,22.8,22.7,999.3,999.7,999.3,2.8,114,5.8,-3.53,0.0
A359,12/05/2017,04,26.1,26.4,26.1,82,83,81,22.8,23.1,22.8,999.7,1000.3,999.7,2.6,115,6.0,-3.54,0.0
A359,12/05/2017,03,26.2,26.2,26.0,83,83,83,23.0,23.1,22.9,1000.3,1000.8,1000.3,2.9,107,5.6,-3.54,0.0
A359,12/05/2017,02,26.0,26.1,25.9,83,84,82,22.9,23.0,22.8,1000.7,1001.0,1000.7,2.1,106,4.5,-3.54,0.0
A359,12/05/2017,01,26.1,26.2,26.1,82,82,81,22.8,22.8,22.6,1000.9,1000.9,1000.5,2.4,109,4.9,-3.48,0.0
A359,12/05/2017,00,26.1,26.3,26.1,81,81,78,22.5,22.5,22.2,1000.5,1000.5,999.7,2.4,111,4.8,-3.54,0.0
A359,13/05/2017,23,25.1,26.0,25.1,78,82,76,21.1,22.1,21.1,1001.0,1001.0,1000.3,1.6,88,3.8,-3.54,0.0
A359,13/05/2017,22,25.2,26.1,25.2,81,81,75,21.8,21.8,21.0,1000.3,1000.3,999.8,2.3,69,3.6,-3.54,0.0
A359,13/05/2017,21,26.0,28.3,26.0,75,75,65,21.2,21.2,20.9,999.8,999.8,999.5,1.1,119,3.5,32.01,0.0
A359,13/05/2017,20,28.3,29.0,28.3,65,66,63,21.0,21.5,21.0,999.5,999.5,999.2,2.0,108,5.3,371.0,0.0
A359,13/05/2017,19,29.0,29.9,29.0,64,65,59,21.4,21.7,20.9,999.2,999.2,999.0,3.2,99,6.2,790.1,0.0
A359,13/05/2017,18,29.9,31.2,29.9,59,60,52,21.0,21.5,20.0,999.1,999.5,999.1,3.4,114,8.1,1636.,0.0
A359,13/05/2017,17,31.0,31.9,30.8,52,55,50,20.0,21.3,19.6,999.5,1000.3,999.5,4.4,120,8.7,2663.,0.0
A359,13/05/2017,16,31.6,31.6,30.7,54,58,51,21.1,21.8,19.9,1000.3,1001.4,1000.3,4.5,113,8.8,2949.,0.0
A359,13/05/2017,15,31.2,31.3,30.4,56,63,55,21.2,22.9,20.7,1001.4,1002.2,1001.4,3.5,147,8.4,3140.,0.0
A359,13/05/2017,14,30.9,30.9,29.2,61,65,59,22.7,23.2,21.2,1002.2,1002.7,1002.2,4.2,109,9.1,2929.,0.0
A359,13/05/2017,13,30.1,30.1,28.2,61,69,60,21.8,22.7,21.0,1002.7,1002.9,1002.7,4.1,115,8.4,2543.,0.0
A359,13/05/2017,12,28.3,28.5,27.4,68,71,65,21.8,22.0,20.8,1002.7,1002.7,1002.4,4.3,106,8.5,1776.,0.0
A359,13/05/2017,11,27.4,27.5,26.4,70,75,69,21.4,21.7,21.0,1002.4,1002.4,1001.4,3.6,129,8.0,822.3,0.0
A359,13/05/2017,10,26.4,26.4,26.1,75,78,75,21.7,21.9,21.7,1001.4,1001.4,1000.8,3.4,131,8.8,255.5,0.0
A359,13/05/2017,09,26.2,26.2,25.8,77,80,77,21.9,22.2,21.8,1000.8,1000.8,1000.3,4.6,126,8.8,14.66,0.0
A359,13/05/2017,08,25.9,26.2,25.8,80,82,80,22.2,22.8,22.2,1000.3,1000.3,1000.1,3.4,116,7.4,-3.54,0.0
A359,13/05/2017,07,26.1,26.5,26.1,82,82,81,22.8,22.9,22.8,1000.1,1000.2,1000.0,3.5,112,7.0,-3.54,0.0
A359,13/05/2017,06,26.5,26.5,26.4,81,83,81,22.9,23.2,22.9,1000.2,1000.6,1000.2,3.8,113,7.0,-2.84,0.0
A359,13/05/2017,05,26.5,26.7,26.4,82,82,81,23.2,23.2,23.1,1000.6,1001.3,1000.6,2.9,110,6.2,-3.47,0.0
A359,13/05/2017,04,26.7,26.9,26.7,81,81,80,23.2,23.3,23.1,1001.3,1002.0,1001.3,3.0,108,6.8,-2.39,0.0
A359,13/05/2017,03,26.8,26.8,26.5,81,81,80,23.2,23.2,23.0,1001.9,1002.1,1001.9,2.9,101,6.2,-3.31,0.0
A359,13/05/2017,02,26.6,26.6,26.3,81,81,80,23.1,23.1,22.7,1002.0,1002.0,1001.7,3.7,105,6.3,-3.54,0.0
A359,13/05/2017,01,26.3,26.3,26.2,81,81,79,22.7,22.7,22.3,1001.9,1001.9,1001.6,2.8,113,5.1,-3.54,0.0
A359,13/05/2017,00,26.2,26.6,26.2,79,79,76,22.3,22.3,22.0,1001.6,1001.6,1001.2,2.1,114,6.2,-3.54,0.0
A359,14/05/2017,23,26.3,26.5,26.3,80,81,79,22.6,22.8,22.6,1001.4,1001.4,1001.0,2.5,105,6.8,-3.54,0.0
A359,14/05/2017,22,26.4,26.9,26.4,79,79,76,22.6,22.6,22.1,1001.0,1001.0,1000.5,3.7,114,7.3,-3.54,0.0
A359,14/05/2017,21,26.9,28.2,26.9,76,76,74,22.2,23.1,22.2,1000.5,1000.5,1000.0,3.4,90,6.0,43.83,0.0
A359,14/05/2017,20,28.2,30.9,28.2,74,74,59,23.1,23.5,21.8,1000.0,1000.0,999.7,3.6,70,6.1,380.1,0.0
A359,14/05/2017,19,30.6,31.9,30.4,60,60,56,22.1,22.8,21.4,999.7,999.7,999.5,3.2,105,6.2,1328.,0.0
A359,14/05/2017,18,31.9,32.5,30.7,57,60,55,22.2,22.8,21.2,999.7,1000.1,999.7,3.2,94,6.3,1958.,0.0
A359,14/05/2017,17,30.7,32.5,30.6,59,59,53,21.8,22.6,21.3,1000.1,1000.9,1000.1,3.6,108,7.0,2633.,0.0
A359,14/05/2017,16,32.0,32.5,30.9,54,59,53,21.7,22.9,21.3,1000.9,1001.8,1000.9,3.4,114,7.5,3276.,0.0
A359,14/05/2017,15,31.8,31.8,29.6,59,65,57,22.9,22.9,21.4,1001.8,1002.7,1001.8,3.6,117,7.6,2709.,0.0
A359,14/05/2017,14,31.1,31.1,28.9,61,65,60,22.7,23.2,20.8,1002.6,1003.1,1002.6,3.4,117,7.2,2733.,0.0
A359,14/05/2017,13,29.6,30.3,28.9,61,65,61,21.4,22.7,21.2,1003.0,1003.1,1003.0,3.0,154,8.6,2803.,0.0
A359,14/05/2017,12,29.0,29.1,28.2,65,69,63,21.7,21.9,21.0,1003.1,1003.1,1002.7,5.2,116,9.2,2092.,0.0
A359,14/05/2017,11,28.2,28.3,27.4,68,75,67,21.6,22.6,21.4,1002.7,1002.7,1002.0,4.9,118,8.8,1239.,0.0
A359,14/05/2017,10,27.4,27.4,25.7,74,81,74,22.4,22.5,22.2,1002.0,1002.0,1001.1,3.6,123,7.5,267.1,0.0
A359,14/05/2017,09,25.7,25.7,25.5,81,83,81,22.2,22.5,22.2,1001.1,1001.1,1000.8,3.0,114,5.8,12.57,0.0
A359,14/05/2017,08,25.6,25.7,25.6,83,83,82,22.5,22.6,22.4,1000.8,1000.8,1000.4,3.6,109,6.0,-3.54,0.0
A359,14/05/2017,07,25.7,26.0,25.7,83,83,82,22.5,22.8,22.5,1000.4,1000.4,1000.1,2.9,106,5.4,-3.54,0.0
A359,14/05/2017,06,26.0,26.2,25.9,82,83,82,22.8,22.9,22.7,1000.2,1000.2,1000.0,2.8,106,5.5,-3.50,0.0
A359,14/05/2017,05,26.0,26.0,25.8,82,83,82,22.7,22.7,22.6,1000.2,1000.8,1000.2,2.9,113,6.6,-3.41,0.0
A359,14/05/2017,04,25.8,25.8,25.1,83,84,80,22.6,22.7,21.7,1000.8,1001.8,1000.8,3.5,106,6.6,-3.54,0.0
A359,14/05/2017,03,25.4,25.8,25.2,80,81,78,21.7,21.9,21.6,1001.8,1002.0,1001.8,1.4,128,3.9,-3.54,0.0
A359,14/05/2017,02,25.6,25.8,25.2,78,78,76,21.6,21.6,20.8,1002.0,1002.1,1002.0,2.0,122,4.4,-3.54,0.0
A359,14/05/2017,01,25.5,26.1,25.4,76,76,73,20.9,21.0,20.6,1002.0,1002.0,1001.7,2.1,96,5.1,-3.54,0.0
A359,14/05/2017,00,25.5,25.7,24.8,75,81,75,20.9,21.4,20.9,1001.7,1001.7,1001.0,2.1,104,4.1,-3.54,0.0
A359,15/05/2017,23,26.0,26.5,26.0,78,78,77,21.9,22.3,21.7,1001.3,1001.3,1000.8,2.1,117,5.5,-3.54,0.0
A359,15/05/2017,22,26.5,27.2,26.5,77,77,72,22.2,22.3,21.5,1000.8,1000.9,1000.3,3.0,111,6.6,-3.54,0.0
A359,15/05/2017,21,27.2,28.4,27.2,72,73,71,21.7,22.7,21.7,1000.3,1000.3,999.9,3.5,96,7.5,32.01,0.0
A359,15/05/2017,20,28.4,30.1,28.4,72,72,65,22.8,23.0,22.5,999.9,999.9,999.6,4.0,91,9.3,352.7,0.0
A359,15/05/2017,19,30.1,31.6,29.9,66,67,62,23.1,23.9,22.7,999.6,999.6,999.4,5.4,80,////,1165.,0.0
A359,15/05/2017,18,31.5,32.5,31.0,62,62,55,23.3,23.3,21.9,999.4,999.8,999.4,////,////,////,2217.,0.0
A359,15/05/2017,17,32.2,32.2,30.8,58,61,57,22.7,23.0,21.8,999.8,1000.5,999.8,////,////,////,1598.,0.0
A359,15/05/2017,16,31.5,33.1,30.8,58,64,54,22.1,23.9,21.8,1000.5,1001.2,1000.5,////,////,////,2814.,0.0
A359,15/05/2017,15,31.5,32.2,30.8,60,63,59,22.8,23.8,22.1,1001.2,1002.0,1001.2,3.9,101,8.5,3258.,0.0
A359,15/05/2017,14,31.4,31.8,29.5,62,70,60,23.3,24.1,22.8,1002.0,1002.5,1002.0,4.7,107,7.8,2916.,0.0
A359,15/05/2017,13,29.5,30.2,28.7,69,72,66,23.3,23.8,22.6,1002.5,1002.5,1002.4,3.9,103,7.8,2099.,0.0
A359,15/05/2017,12,29.2,29.4,28.2,71,73,69,23.5,23.6,22.3,1002.4,1002.5,1002.1,3.8,119,7.9,1861.,0.0
A359,15/05/2017,11,28.6,28.6,26.9,72,77,71,23.0,23.1,22.4,1002.1,1002.1,1001.7,4.5,106,7.8,1194.,0.0
A359,15/05/2017,10,27.3,27.5,26.0,75,83,75,22.5,22.9,22.5,1001.7,1001.7,1001.3,2.9,121,7.1,273.3,0.0
A359,15/05/2017,09,26.0,26.1,25.7,83,84,82,22.8,22.9,22.7,1001.3,1001.3,1000.9,2.4,115,5.7,14.79,0.0
A359,15/05/2017,08,25.9,26.0,25.8,83,84,83,22.8,23.0,22.8,1000.9,1000.9,1000.6,2.4,113,5.4,-3.54,0.0
A359,15/05/2017,07,26.0,26.1,26.0,83,83,82,23.0,23.0,22.8,1000.6,1000.6,1000.5,3.2,105,5.4,-3.53,0.0
A359,15/05/2017,06,26.0,26.2,25.9,83,83,82,22.9,23.0,22.7,1000.6,1000.9,1000.5,3.0,109,6.9,-3.54,0.0
A359,15/05/2017,05,26.0,26.1,25.9,82,84,82,22.7,22.9,22.7,1000.9,1001.2,1000.9,3.4,105,7.1,-3.54,0.0
A359,15/05/2017,04,25.9,26.1,25.8,84,84,81,22.9,22.9,22.4,1001.2,1001.5,1001.2,3.6,99,6.3,-3.54,0.0
A359,15/05/2017,03,26.1,26.2,26.0,81,83,80,22.5,23.0,22.4,1001.5,1002.1,1001.5,3.1,107,6.5,-3.54,0.0
A359,15/05/2017,02,26.1,26.2,26.1,82,82,81,22.9,22.9,22.6,1002.1,1002.3,1002.1,2.8,114,4.8,-3.54,0.0
A359,15/05/2017,01,26.1,26.2,25.9,82,82,80,22.8,22.8,22.4,1002.1,1002.2,1001.9,3.1,106,6.0,-3.54,0.0
A359,15/05/2017,00,26.0,26.4,26.0,82,82,79,22.6,22.7,22.4,1001.9,1001.9,1001.4,2.3,89,6.8,-3.54,0.0
A359,16/05/2017,23,26.7,27.0,26.7,77,77,75,22.3,22.3,22.1,1000.9,1000.9,1000.3,3.4,112,5.8,-3.54,0.0
A359,16/05/2017,22,27.0,27.8,27.0,75,75,72,22.1,22.6,22.0,1000.3,1000.3,999.8,2.9,98,8.2,-3.54,0.0
A359,16/05/2017,21,27.8,29.3,27.8,73,74,66,22.6,22.8,22.3,999.9,999.9,999.4,4.3,93,7.4,47.63,0.0
A359,16/05/2017,20,29.3,30.9,29.3,66,66,61,22.2,22.9,21.8,999.4,999.4,999.0,4.2,93,9.4,651.4,0.0
A359,16/05/2017,19,30.9,32.2,30.8,61,61,55,22.5,22.7,21.6,999.0,999.2,999.0,5.0,84,9.7,1524.,0.0
A359,16/05/2017,18,32.1,32.7,31.5,57,58,53,22.4,22.9,21.4,999.1,999.6,999.1,5.7,85,10.8,2165.,0.0
A359,16/05/2017,17,32.3,32.9,31.6,54,60,53,21.8,23.7,21.6,999.6,1000.4,999.6,5.5,102,10.8,2823.,0.0
A359,16/05/2017,16,32.8,32.8,31.3,60,62,55,24.0,24.0,21.9,1000.4,1001.2,1000.4,5.8,94,10.4,2900.,0.0
A359,16/05/2017,15,32.2,32.3,30.8,57,65,57,22.5,23.7,22.3,1001.1,1001.9,1001.1,5.0,107,9.2,2948.,0.0
A359,16/05/2017,14,30.8,31.2,30.0,64,66,62,23.2,23.6,22.3,1001.9,1002.3,1001.8,5.0,117,9.4,2834.,0.0
A359,16/05/2017,13,30.6,30.6,29.1,64,69,64,23.1,23.8,22.3,1002.3,1002.5,1002.2,5.5,112,8.7,2535.,0.0
A359,16/05/2017,12,29.5,29.6,28.1,69,74,69,23.3,23.6,22.7,1002.2,1002.2,1001.5,4.7,108,9.6,2030.,0.0
A359,16/05/2017,11,28.3,28.4,27.1,73,77,73,23.1,23.4,22.6,1001.5,1001.5,1000.5,5.7,110,10.0,1243.,0.0
A359,16/05/2017,10,27.2,27.2,26.2,77,79,77,22.8,22.8,22.3,1000.5,1000.5,999.9,4.8,113,8.6,266.0,0.0
A359,16/05/2017,09,26.3,26.3,25.8,79,81,79,22.3,22.4,22.2,1000.0,1000.0,999.4,3.8,124,8.4,17.89,0.0
A359,16/05/2017,08,26.0,26.0,25.8,80,81,80,22.3,22.3,22.2,999.4,999.4,999.1,4.1,116,10.0,-3.54,0.0
A359,16/05/2017,07,25.9,25.9,25.7,80,81,80,22.3,22.3,22.1,999.1,999.2,999.0,5.0,114,9.2,-3.54,0.0
A359,16/05/2017,06,25.7,25.7,25.4,81,81,77,22.2,22.2,21.1,999.2,999.2,999.0,4.8,111,////,-3.54,0.0
A359,16/05/2017,05,25.5,26.2,24.8,77,77,64,21.1,21.1,18.9,999.2,999.9,999.2,4.5,112,8.0,-3.54,0.0
A359,16/05/2017,04,26.2,26.3,24.0,65,80,65,19.1,20.4,19.1,999.9,1000.5,999.9,3.8,116,7.6,-3.54,0.0
A359,16/05/2017,03,24.0,25.1,24.0,79,81,76,20.3,20.8,20.3,1000.5,1000.8,1000.5,1.6,52,3.4,-3.54,0.0
A359,16/05/2017,02,24.9,25.8,24.6,77,79,76,20.6,21.5,20.5,1000.8,1001.2,1000.8,0.8,99,5.6,-3.54,0.0
A359,16/05/2017,01,25.3,25.7,25.3,79,80,79,21.5,22.0,21.5,1001.2,1001.5,1001.2,1.9,114,4.6,-3.54,0.0
A359,16/05/2017,00,25.7,26.1,25.6,80,82,78,22.0,22.5,22.0,1001.5,1001.6,1001.2,2.5,117,5.2,-3.54,0.0
A359,17/05/2017,23,26.9,27.1,26.8,81,82,80,23.2,23.5,23.2,1000.3,1000.3,999.7,3.1,116,7.3,-3.54,0.0
A359,17/05/2017,22,27.1,27.9,27.1,80,80,73,23.3,23.3,22.7,999.7,999.8,999.3,3.7,103,8.3,-3.54,0.0
A359,17/05/2017,21,27.9,29.3,27.9,73,73,66,22.7,22.7,22.4,999.3,999.4,998.8,3.6,95,8.3,45.55,0.0
A359,17/05/2017,20,29.3,31.0,29.3,66,66,62,22.4,23.0,22.0,998.8,998.8,998.3,4.3,102,8.9,525.0,0.0
A359,17/05/2017,19,30.9,32.3,30.8,62,63,58,22.7,23.5,22.4,998.3,998.4,998.1,5.3,91,10.2,1406.,0.0
A359,17/05/2017,18,31.7,32.9,31.0,60,61,55,23.0,23.3,22.3,998.2,998.5,998.1,5.7,89,9.4,1961.,0.0
A359,17/05/2017,17,32.6,33.2,31.9,55,60,54,22.5,23.8,22.2,998.4,999.3,998.4,4.4,102,11.1,2608.,0.0
A359,17/05/2017,16,33.1,33.6,31.5,55,59,54,22.9,23.8,22.1,999.3,1000.2,999.3,5.8,79,9.9,2920.,0.0
A359,17/05/2017,15,33.1,33.5,31.2,56,66,55,23.2,24.5,22.9,1000.2,1001.2,1000.2,4.6,98,9.4,2982.,0.0
A359,17/05/2017,14,31.5,32.1,30.1,65,68,61,24.1,24.5,22.9,1001.1,1001.6,1001.0,5.0,100,8.8,2562.,0.0
A359,17/05/2017,13,30.7,31.0,29.1,68,71,66,24.0,24.4,22.9,1001.6,1001.8,1001.6,4.3,116,10.1,2552.,0.0
A359,17/05/2017,12,29.8,29.9,28.7,70,73,69,23.8,24.0,23.1,1001.6,1001.7,1001.5,5.2,113,10.6,2083.,0.0
A359,17/05/2017,11,28.8,28.8,27.6,73,77,73,23.5,23.7,23.2,1001.6,1001.6,1000.8,5.8,111,9.6,1221.,0.0
A359,17/05/2017,10,27.6,27.7,26.3,77,82,77,23.2,23.4,23.0,1000.8,1000.9,1000.4,4.1,115,8.9,261.3,0.0
A359,17/05/2017,09,26.3,26.3,26.1,82,82,82,23.0,23.0,22.8,1000.4,1000.4,999.9,4.2,113,8.1,14.55,0.0
A359,17/05/2017,08,26.2,26.5,26.2,82,82,81,22.9,23.1,22.9,1000.0,1000.0,999.6,3.8,114,7.4,-3.53,0.0
A359,17/05/2017,07,26.5,26.5,26.3,81,82,81,23.0,23.1,23.0,999.7,999.7,999.5,3.9,119,7.3,-3.46,0.0
A359,17/05/2017,06,26.3,26.4,26.2,82,83,81,23.1,23.1,22.8,999.5,999.6,999.4,3.8,120,7.8,-3.54,0.0
A359,17/05/2017,05,26.3,26.4,26.2,81,82,81,22.9,23.1,22.9,999.6,1000.4,999.6,3.8,111,7.5,-3.51,0.0
A359,17/05/2017,04,26.3,26.5,26.2,82,84,82,23.1,23.3,23.0,1000.4,1000.9,1000.4,3.1,115,8.1,-3.41,0.0
A359,17/05/2017,03,26.2,26.2,26.1,84,84,83,23.2,23.2,22.9,1000.8,1001.2,1000.8,3.6,118,8.0,-3.54,0.0
A359,17/05/2017,02,26.2,26.3,26.1,83,83,78,23.0,23.0,22.2,1001.2,1001.4,1001.1,3.5,115,6.5,-3.54,0.0
A359,17/05/2017,01,26.3,26.5,26.3,78,79,77,22.2,22.4,22.1,1001.2,1001.4,1001.2,3.2,110,6.8,-3.54,0.0
A359,17/05/2017,00,26.4,26.7,26.3,79,80,77,22.4,22.6,22.3,1001.3,1001.3,1000.9,3.1,104,6.0,-3.54,0.0
A359,18/05/2017,23,26.4,26.8,26.4,82,82,81,23.0,23.2,23.0,999.3,999.3,998.7,2.7,115,6.4,-3.54,0.0
A359,18/05/2017,22,26.8,26.9,26.7,81,81,79,23.2,23.2,22.8,998.7,998.7,998.0,3.3,109,6.8,-3.54,0.0
