codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_direcao,vento_rajada,radiacao,precipitacao
A359,25/04/2017,23,26.6,27.0,26.6,76,76,74,22.1,22.1,21.9,999.6,999.6,998.8,3.9,108,9.4,-3.54,0.0
A359,25/04/2017,22,27.0,27.4,26.9,74,75,73,21.9,22.2,21.9,998.8,998.8,997.9,5.5,101,9.4,-3.54,0.0
A359,25/04/2017,21,27.4,28.4,27.4,73,74,72,22.1,22.9,22.0,997.9,997.9,997.6,3.5,100,6.4,44.48,0.0
A359,25/04/2017,20,28.4,30.0,28.2,73,75,68,23.0,23.5,23.0,997.6,997.6,997.2,2.9,89,6.6,201.6,0.2
A359,25/04/2017,19,30.0,31.3,29.4,68,69,58,23.5,23.6,21.2,997.2,997.2,996.8,4.5,80,8.0,1314.,0.0
A359,25/04/2017,18,31.2,31.4,30.8,58,61,56,21.9,22.6,21.2,996.9,997.5,996.9,3.1,109,6.9,2286.,0.0
A359,25/04/2017,17,31.2,31.7,30.8,58,62,54,21.9,23.1,21.0,997.5,998.1,997.5,3.6,121,7.6,3060.,0.0
A359,25/04/2017,16,31.0,31.6,29.9,59,64,57,22.0,23.3,21.5,998.1,998.9,998.1,3.3,116,7.6,3360.,0.0
A359,25/04/2017,15,30.5,30.8,29.8,63,65,58,22.8,23.5,21.1,998.9,1000.1,998.9,3.6,121,7.7,3317.,0.0
A359,25/04/2017,14,30.7,30.7,28.5,66,71,62,23.5,23.5,21.5,1000.0,1000.8,1000.0,3.5,112,7.6,2801.,0.0
A359,25/04/2017,13,28.7,29.7,27.8,69,70,65,22.5,23.3,21.6,1000.8,1001.0,1000.8,3.3,113,7.5,2307.,0.0
A359,25/04/2017,12,28.2,29.0,27.7,70,74,67,22.2,23.0,21.5,1000.9,1000.9,1000.5,3.6,101,8.0,2213.,0.0
A359,25/04/2017,11,27.7,27.9,26.9,73,76,71,22.3,23.0,21.9,1000.5,1000.5,999.4,4.4,102,8.0,1439.,0.0
A359,25/04/2017,10,27.0,27.0,25.6,75,84,75,22.1,22.7,22.0,999.4,999.4,998.9,4.3,111,8.0,378.1,0.0
A359,25/04/2017,09,25.6,26.1,25.4,84,84,82,22.6,22.8,22.5,998.9,998.9,998.5,3.8,101,8.3,18.70,0.0
A359,25/04/2017,08,26.1,26.2,25.9,82,84,82,22.8,23.1,22.8,998.5,998.5,998.2,4.7,110,8.4,-3.34,0.0
A359,25/04/2017,07,26.1,26.1,25.8,83,85,83,23.1,23.2,23.0,998.3,998.4,998.2,4.0,114,7.0,-3.38,0.0
A359,25/04/2017,06,25.9,25.9,25.7,84,85,83,23.0,23.1,22.6,998.3,998.8,998.2,3.1,112,5.3,-3.48,0.0
A359,25/04/2017,05,25.7,25.8,25.4,83,86,83,22.6,23.2,22.5,998.7,999.4,998.7,2.7,103,4.6,-3.20,0.0
A359,25/04/2017,04,25.8,25.8,24.8,86,88,86,23.2,23.4,22.6,999.4,1000.4,999.4,2.0,118,3.7,-3.52,0.0
A359,25/04/2017,03,25.1,25.2,24.4,87,90,87,22.8,22.9,22.6,1000.4,1001.1,1000.4,0.4,259,1.4,-3.53,0.0
A359,25/04/2017,02,24.4,24.6,24.4,90,91,90,22.6,22.9,22.6,1001.1,1001.4,1001.1,0.5,115,1.2,-3.43,0.0
A359,25/04/2017,00,25.0,25.4,24.9,90,90,88,23.3,23.6,23.0,1001.1,1001.1,1000.3,0.3,196,2.2,-3.20,0.0
A359,25/04/2017,01,24.6,25.0,24.5,90,91,90,22.9,23.4,22.9,1001.4,1001.4,1001.1,0.5,81,1.3,-3.32,0.0
A359,26/04/2017,23,26.3,26.7,25.6,75,75,68,21.4,21.4,20.2,999.9,999.9,999.2,2.5,99,4.5,-3.54,0.0
A359,26/04/2017,22,26.7,27.0,26.4,69,78,68,20.4,22.3,20.4,999.2,999.2,998.7,2.3,112,4.5,-3.51,0.0
A359,26/04/2017,21,26.6,27.5,26.6,75,75,71,21.9,22.1,21.6,998.7,998.7,997.8,1.8,69,5.5,14.94,0.0
A359,26/04/2017,20,27.5,27.9,27.2,72,79,72,22.0,23.7,22.0,997.8,997.8,997.4,3.8,96,6.3,191.2,0.0
A359,26/04/2017,19,27.6,30.5,27.6,78,79,61,23.5,24.2,22.1,997.4,997.4,996.7,3.6,63,7.5,1242.,0.0
A359,26/04/2017,18,30.5,31.4,30.3,62,63,55,22.4,22.8,20.8,996.8,996.9,996.6,4.0,99,7.5,1453.,0.0
A359,26/04/2017,17,31.1,31.9,30.9,56,58,52,21.4,22.0,20.5,996.9,997.5,996.9,4.2,126,8.3,2976.,0.0
A359,26/04/2017,16,31.7,31.7,30.8,58,64,54,22.2,23.6,21.1,997.5,998.9,997.5,3.7,123,8.0,3285.,0.0
A359,26/04/2017,15,31.0,31.2,29.6,61,68,61,22.6,23.8,22.2,998.9,1000.0,998.9,4.0,116,8.2,3104.,0.0
A359,26/04/2017,14,30.1,30.2,28.7,66,72,65,23.1,24.2,22.3,1000.0,1000.7,1000.0,4.0,119,8.2,2063.,0.0
A359,26/04/2017,13,28.8,29.8,28.6,71,73,68,22.9,23.9,22.5,1000.7,1000.9,1000.6,4.1,111,7.9,1925.,0.0
A359,26/04/2017,12,28.7,29.1,27.8,73,76,70,23.4,23.6,22.5,1000.9,1000.9,1000.7,3.9,109,7.6,1821.,0.0
A359,26/04/2017,11,28.2,28.4,27.8,74,75,73,23.1,23.4,22.7,1000.7,1000.7,999.8,3.3,118,6.6,1336.,0.0
A359,26/04/2017,10,27.8,27.8,26.1,74,80,74,22.8,23.1,22.4,999.8,999.8,999.2,2.4,115,4.5,492.4,0.0
A359,26/04/2017,09,26.1,26.1,25.7,80,82,80,22.4,22.4,22.2,999.2,999.2,998.4,2.4,113,5.8,27.51,0.0
A359,26/04/2017,08,25.7,26.1,25.7,81,82,81,22.3,22.9,22.2,998.4,998.4,998.0,3.0,108,7.6,-3.54,0.0
A359,26/04/2017,07,26.1,26.2,26.0,82,83,82,22.9,23.0,22.8,998.1,998.2,997.9,3.9,119,7.0,-3.53,0.0
A359,26/04/2017,06,26.2,26.3,26.1,82,83,82,22.9,23.0,22.9,998.0,998.1,997.9,4.0,115,8.4,-3.54,0.0
A359,26/04/2017,05,26.3,26.4,26.1,82,83,81,23.0,23.0,22.9,998.1,998.5,998.1,3.7,116,7.5,-3.54,0.0
A359,26/04/2017,04,26.3,26.5,26.2,82,82,81,22.9,22.9,22.8,998.5,999.2,998.5,4.1,106,7.9,-3.54,0.0
A359,26/04/2017,03,26.3,26.3,26.1,81,82,81,22.8,22.9,22.7,999.2,999.7,999.2,3.7,109,6.0,-3.54,0.0
A359,26/04/2017,02,26.3,26.5,26.3,81,81,78,22.7,22.7,22.4,999.7,1000.1,999.7,4.1,109,7.5,-3.54,0.0
A359,26/04/2017,01,26.5,26.6,26.4,78,78,77,22.4,22.4,22.1,1000.1,1000.1,999.9,4.5,104,7.3,-3.54,0.0
A359,26/04/2017,00,26.5,26.7,26.4,77,77,75,22.1,22.1,21.9,1000.0,1000.0,999.6,2.9,106,6.9,-3.54,0.0
A359,27/04/2017,23,26.9,26.9,26.8,82,82,81,23.6,23.6,23.4,1000.4,1000.4,999.7,3.7,97,7.1,-3.38,0.0
A359,27/04/2017,22,26.9,27.1,26.9,81,81,80,23.4,23.6,23.2,999.7,999.7,999.1,3.4,106,7.4,-3.28,0.0
A359,27/04/2017,21,27.1,27.7,27.1,80,81,76,23.4,23.6,23.2,999.1,999.1,998.7,3.2,108,5.5,43.78,0.0
A359,27/04/2017,20,27.7,27.8,27.6,77,77,75,23.2,23.3,22.9,998.7,998.7,998.0,1.6,124,5.3,327.2,0.0
A359,27/04/2017,19,27.8,27.9,27.5,76,77,74,23.2,23.4,22.7,998.1,998.3,998.1,2.7,110,6.0,659.3,0.0
A359,27/04/2017,18,27.5,28.8,27.0,76,82,73,22.9,24.0,22.8,998.2,998.5,998.2,3.3,118,7.3,538.0,0.4
A359,27/04/2017,17,28.9,30.5,28.8,73,73,66,23.5,24.7,23.0,998.4,999.1,998.4,4.2,87,10.3,2238.,0.0
A359,27/04/2017,16,30.1,30.4,28.6,68,77,66,23.5,24.8,22.9,999.1,1000.1,999.1,5.9,106,10.6,2697.,0.0
A359,27/04/2017,15,29.8,30.2,27.6,73,87,72,24.4,26.4,24.2,1000.1,1001.5,1000.1,4.3,108,9.5,2869.,0.6
A359,27/04/2017,14,28.0,30.7,27.6,81,81,65,24.4,24.5,22.8,1001.5,1002.0,1001.4,4.2,72,8.5,2017.,0.0
A359,27/04/2017,13,30.3,30.3,29.1,66,71,66,23.3,24.1,22.8,1001.9,1002.3,1001.9,4.7,104,8.2,2856.,0.0
A359,27/04/2017,12,29.7,29.9,28.9,67,74,67,23.0,24.0,22.8,1001.9,1002.0,1001.4,3.3,128,7.3,2215.,0.0
A359,27/04/2017,11,29.1,29.1,28.3,74,75,71,23.9,23.9,22.7,1001.6,1001.6,1000.3,3.1,111,7.0,1430.,0.0
A359,27/04/2017,10,28.3,28.3,25.7,75,84,73,23.4,23.7,22.7,1000.3,1000.3,999.8,1.2,114,2.9,315.7,0.0
A359,27/04/2017,09,25.7,26.0,25.6,84,84,82,22.7,22.9,22.5,999.8,999.8,999.3,1.5,127,4.6,9.895,0.0
A359,27/04/2017,08,25.9,26.2,25.9,83,83,81,22.8,22.9,22.6,999.3,999.3,998.7,2.9,100,5.8,-3.54,0.0
A359,27/04/2017,07,26.2,26.5,26.1,82,82,81,22.9,23.0,22.8,998.7,998.7,998.3,3.0,104,5.6,-3.16,0.0
A359,27/04/2017,06,26.4,26.4,25.9,82,82,81,23.0,23.0,22.5,998.4,998.6,998.4,3.0,118,5.1,-3.10,0.0
A359,27/04/2017,05,26.0,26.0,25.8,82,83,82,22.6,22.7,22.5,998.6,999.0,998.6,2.8,121,5.1,-3.54,0.0
A359,27/04/2017,04,25.9,25.9,25.7,82,83,82,22.6,22.6,22.4,999.0,999.2,998.9,2.7,111,4.6,-3.54,0.0
A359,27/04/2017,03,25.7,26.0,25.7,82,82,79,22.4,22.4,22.0,999.2,999.8,999.2,2.8,106,5.0,-3.54,0.0
A359,27/04/2017,02,26.0,26.2,25.7,79,80,78,22.1,22.1,21.9,999.8,1000.0,999.8,3.5,104,5.0,-3.54,0.0
A359,27/04/2017,01,26.0,26.4,25.8,78,79,76,22.0,22.1,21.8,1000.0,1000.3,1000.0,2.9,100,5.3,-3.54,0.0
A359,27/04/2017,00,26.3,26.4,26.2,77,77,74,21.9,21.9,21.4,1000.0,1000.1,999.9,2.4,115,5.8,-3.54,0.0
A359,28/04/2017,23,27.0,27.1,27.0,80,80,78,23.3,23.4,22.9,1000.1,1000.1,999.7,3.9,110,8.0,-3.42,0.0
A359,28/04/2017,22,27.1,27.6,27.1,79,79,77,23.1,23.4,23.0,999.7,999.7,998.9,4.1,105,7.3,-3.54,0.0
A359,28/04/2017,21,27.6,28.6,27.6,78,78,74,23.4,23.8,23.4,998.9,999.0,998.2,4.0,83,6.9,42.08,0.0
A359,28/04/2017,20,28.6,29.7,28.6,74,74,66,23.5,23.7,22.6,998.3,998.4,997.8,4.1,86,8.1,160.0,0.0
A359,28/04/2017,19,29.7,31.3,29.6,67,67,62,22.9,23.5,22.6,997.8,997.8,997.7,4.2,99,9.1,1280.,0.0
A359,28/04/2017,18,31.0,31.5,30.6,63,64,60,23.3,23.8,22.3,997.7,998.1,997.7,5.6,99,9.1,2316.,0.0
A359,28/04/2017,17,31.4,31.9,31.0,64,65,60,23.7,24.4,22.7,998.1,999.1,998.1,4.3,112,8.9,3012.,0.0
A359,28/04/2017,16,31.7,31.7,31.0,62,65,61,23.5,24.0,23.0,999.1,1000.1,999.1,4.4,127,8.6,3259.,0.0
A359,28/04/2017,15,31.3,31.5,30.1,62,69,62,23.2,24.5,22.4,1000.1,1000.8,1000.1,4.8,105,10.2,3351.,0.0
A359,28/04/2017,14,30.6,31.0,29.4,68,71,64,24.0,24.3,22.7,1000.8,1001.3,1000.8,4.7,108,9.1,3057.,0.0
A359,28/04/2017,13,29.4,31.0,29.3,68,69,63,22.9,24.3,22.4,1001.2,1001.4,1001.0,3.5,136,8.6,2642.,0.0
A359,28/04/2017,12,30.0,30.0,28.9,67,73,66,23.1,24.0,22.5,1001.3,1001.4,1001.0,2.9,132,8.3,2315.,0.0
A359,28/04/2017,11,28.9,29.3,28.3,71,75,70,23.1,24.0,23.0,1001.0,1001.0,999.9,3.1,134,7.5,1443.,0.0
A359,28/04/2017,10,28.3,28.4,25.7,74,86,74,23.4,23.8,23.0,999.9,999.9,999.4,1.4,90,2.6,334.7,0.0
A359,28/04/2017,09,25.8,26.4,25.7,85,85,82,23.1,23.1,22.7,999.4,999.4,998.9,1.3,90,5.6,12.89,0.0
A359,28/04/2017,08,26.4,26.5,26.3,82,83,82,23.0,23.2,23.0,998.9,999.0,998.9,2.7,122,5.6,-3.52,0.0
A359,28/04/2017,07,26.5,26.7,26.5,82,83,82,23.2,23.5,23.2,998.9,998.9,998.4,2.9,112,5.9,-3.38,0.0
A359,28/04/2017,06,26.6,26.7,26.5,83,83,82,23.4,23.5,23.4,998.5,998.8,998.5,2.8,122,7.7,-3.54,0.0
A359,28/04/2017,05,26.5,26.7,26.5,83,83,81,23.4,23.4,23.2,998.8,999.1,998.7,3.0,112,7.1,-3.54,0.0
A359,28/04/2017,04,26.7,26.9,26.6,82,83,81,23.4,23.7,23.3,999.1,1000.3,999.1,4.0,105,6.5,-3.48,0.0
A359,28/04/2017,03,26.9,26.9,26.7,83,83,82,23.7,23.8,23.4,1000.4,1001.0,1000.4,3.6,104,6.2,-2.92,0.0
A359,28/04/2017,02,26.7,26.9,26.7,82,82,81,23.4,23.5,23.4,1000.9,1001.3,1000.9,3.7,110,7.1,-3.17,0.0
A359,28/04/2017,01,26.8,26.9,26.7,82,83,82,23.5,23.6,23.4,1001.1,1001.1,1000.9,3.5,112,7.8,-3.53,0.0
A359,28/04/2017,00,26.7,26.9,26.7,83,83,82,23.5,23.7,23.5,1000.9,1000.9,1000.4,3.1,111,6.8,-3.54,0.0
A359,29/04/2017,23,25.8,26.2,25.5,85,86,83,23.0,23.2,22.6,1000.7,1000.7,1000.0,////,////,////,0.476,0.0
A359,29/04/2017,22,26.2,26.6,25.9,83,88,82,23.2,24.0,22.9,1000.0,1000.0,999.5,////,////,////,1.537,0.0
A359,29/04/2017,21,26.2,26.2,25.3,88,88,85,24.0,24.0,22.6,999.6,999.6,998.2,////,////,////,26.65,0.0
A359,29/04/2017,20,25.3,31.2,25.3,86,86,58,22.8,23.2,21.2,998.2,998.3,997.6,////,////,////,379.5,2.2
A359,29/04/2017,19,31.2,31.7,31.1,58,63,57,22.0,22.9,21.9,997.6,997.8,997.5,////,////,////,1613.,0.0
A359,29/04/2017,18,31.6,31.8,30.3,63,64,58,23.6,23.6,22.0,997.6,997.8,997.6,3.1,118,7.3,1576.,0.0
A359,29/04/2017,17,31.8,32.1,31.2,60,63,57,23.1,23.6,22.3,997.8,998.7,997.8,3.7,115,9.0,3000.,0.0
A359,29/04/2017,16,31.4,31.7,30.7,63,63,58,23.4,23.4,22.1,998.7,999.2,998.7,5.2,117,9.0,3212.,0.0
A359,29/04/2017,15,31.0,31.4,29.6,63,67,60,23.1,24.1,21.9,999.2,1000.1,999.2,3.5,152,7.8,2719.,0.0
A359,29/04/2017,14,30.5,30.8,29.0,63,67,62,22.8,23.5,21.8,1000.1,1000.9,1000.1,3.9,123,9.3,2848.,0.0
A359,29/04/2017,13,29.1,29.4,28.5,66,69,65,22.1,23.1,21.5,1000.9,1001.1,1000.9,4.5,129,9.1,2051.,0.0
A359,29/04/2017,12,28.5,28.7,28.3,67,68,65,21.8,21.9,21.4,1001.0,1001.0,1000.8,4.9,133,11.1,1936.,0.0
A359,29/04/2017,11,28.4,28.4,27.5,67,71,67,21.8,22.1,21.4,1000.8,1000.8,1000.3,5.1,139,10.9,1433.,0.0
A359,29/04/2017,10,27.6,27.6,26.5,71,76,71,21.8,21.9,21.7,1000.3,1000.3,999.7,4.6,135,10.3,453.2,0.0
A359,29/04/2017,09,26.6,26.6,26.3,75,78,75,21.9,22.3,21.9,999.7,999.7,999.2,4.6,136,9.3,19.70,0.0
A359,29/04/2017,08,26.3,26.6,26.0,78,79,76,22.2,22.2,21.9,999.2,999.2,998.5,2.1,136,6.8,-3.54,0.0
A359,29/04/2017,07,26.1,26.4,26.1,79,79,77,22.1,22.1,22.0,998.5,998.5,998.3,2.1,116,6.4,-3.54,0.0
A359,29/04/2017,06,26.1,26.4,26.0,79,82,78,22.1,22.8,22.1,998.3,998.8,998.2,3.1,109,7.3,-3.54,0.0
A359,29/04/2017,05,26.1,26.6,26.1,82,82,80,22.8,23.0,22.7,998.8,999.9,998.8,3.1,112,8.6,-3.54,0.0
A359,29/04/2017,04,26.5,26.8,26.5,81,81,80,23.0,23.1,22.9,999.9,1000.7,999.9,4.5,108,8.9,-3.52,0.0
A359,29/04/2017,03,26.7,26.9,26.6,81,81,81,23.1,23.4,23.1,1000.7,1001.2,1000.7,5.1,113,8.5,-3.53,0.0
A359,29/04/2017,02,26.9,27.0,26.8,81,81,80,23.4,23.5,23.3,1001.2,1001.3,1000.9,4.5,116,9.5,-3.16,0.0
A359,29/04/2017,01,27.0,27.1,26.9,80,81,80,23.3,23.6,23.3,1000.9,1000.9,1000.5,5.9,107,10.5,-3.19,0.0
A359,29/04/2017,00,27.1,27.1,27.0,81,81,80,23.5,23.5,23.3,1000.5,1000.6,1000.1,5.5,108,9.6,-2.37,0.0
A359,30/04/2017,23,25.7,26.3,25.3,85,88,84,23.0,23.5,23.0,1000.9,1000.9,1000.5,0.5,110,2.0,-3.54,0.0
A359,30/04/2017,22,25.4,26.2,25.4,88,88,86,23.2,23.7,23.2,1000.5,1000.5,1000.2,1.4,104,2.5,-3.54,0.0
A359,30/04/2017,21,26.2,27.4,26.2,85,85,80,23.6,23.8,23.6,1000.2,1000.2,999.5,1.7,68,4.3,28.64,0.0
A359,30/04/2017,20,27.4,29.4,27.4,80,80,68,23.6,23.6,22.6,999.5,999.5,999.0,2.9,82,5.5,434.6,0.0
A359,30/04/2017,19,29.4,29.6,28.7,70,75,67,23.2,24.1,22.5,999.0,999.0,998.6,2.3,122,5.7,1424.,0.0
A359,30/04/2017,18,29.0,29.7,28.1,72,78,71,23.5,24.4,23.3,998.8,999.3,998.8,3.2,87,5.8,1671.,0.0
A359,30/04/2017,17,28.2,29.0,25.8,75,88,73,23.4,24.8,23.0,999.3,1000.3,999.3,3.4,112,6.1,1952.,0.0
A359,30/04/2017,16,25.8,29.0,25.0,88,89,70,23.7,23.7,21.9,1000.2,1001.2,1000.2,2.9,112,11.0,830.9,0.4
A359,30/04/2017,15,29.0,29.2,26.9,71,85,71,23.3,25.0,22.8,1001.1,1002.0,1001.1,2.8,125,6.9,1788.,0.0
A359,30/04/2017,14,27.5,28.8,27.5,79,79,73,23.6,24.2,22.8,1002.0,1002.2,1002.0,2.9,117,8.7,1701.,0.6
A359,30/04/2017,13,28.2,28.4,27.0,75,80,72,23.3,24.1,22.5,1002.0,1002.1,1001.9,4.2,119,8.6,1838.,0.0
A359,30/04/2017,12,27.3,27.5,24.0,79,89,79,23.4,24.0,22.2,1002.0,1002.3,1001.8,2.2,94,4.3,842.3,0.0
A359,30/04/2017,11,24.0,25.2,23.5,89,92,89,22.2,23.5,22.0,1002.3,1002.4,1001.3,2.0,140,10.8,103.7,6.2
A359,30/04/2017,10,25.2,25.3,24.4,91,91,90,23.7,23.8,22.8,1001.3,1001.3,1000.2,2.1,351,5.5,125.7,0.4
A359,30/04/2017,09,24.4,25.5,24.4,90,90,87,22.7,23.2,22.6,1000.3,1000.3,999.8,0.3,15,4.6,19.37,0.0
A359,30/04/2017,08,25.5,26.6,25.5,87,87,83,23.1,23.6,23.1,999.8,999.8,999.2,2.7,76,4.6,-2.93,0.4
A359,30/04/2017,07,26.5,26.5,26.3,84,85,84,23.6,23.6,23.5,999.3,999.5,999.1,1.7,117,5.5,-3.42,0.0
A359,30/04/2017,06,26.3,26.5,26.2,85,85,84,23.5,23.7,23.5,999.2,999.5,999.1,2.1,122,7.3,-3.54,0.0
A359,30/04/2017,05,26.5,26.5,26.3,85,87,85,23.7,24.0,23.7,999.5,1000.2,999.5,3.3,112,6.5,-3.05,0.0
A359,30/04/2017,04,26.4,26.7,26.2,87,87,85,24.0,24.0,23.8,1000.2,1001.1,1000.2,3.3,104,5.5,-2.54,0.4
A359,30/04/2017,03,26.6,26.7,26.5,85,85,84,23.8,23.8,23.7,1001.1,1001.5,1001.1,2.3,116,4.9,-1.64,0.0
A359,30/04/2017,02,26.6,26.6,26.3,84,86,84,23.7,23.7,23.5,1001.5,1001.7,1001.4,2.5,102,4.4,-1.28,0.0
A359,30/04/2017,01,26.3,26.3,25.4,86,86,84,23.7,23.7,22.7,1001.5,1001.5,1001.4,1.6,104,4.2,-0.95,0.0
A359,30/04/2017,00,25.7,26.0,25.3,84,86,84,22.8,23.2,22.7,1001.4,1001.4,1000.7,0.5,271,////,-1.26,0.0
A359,01/05/2017,23,26.6,26.7,26.4,81,84,81,23.1,23.5,23.1,1001.1,1001.1,1000.7,1.8,111,4.7,-3.22,0.0
A359,01/05/2017,22,26.7,27.6,26.6,82,82,75,23.3,23.4,22.7,1000.7,1000.7,1000.0,3.3,73,5.5,-3.47,0.0
A359,01/05/2017,21,27.6,28.9,27.6,74,74,64,22.7,22.7,21.4,1000.0,1000.0,999.2,2.4,72,4.2,36.51,0.0
A359,01/05/2017,20,28.9,29.9,28.9,65,66,61,21.6,22.3,21.3,999.2,999.2,998.8,2.8,97,6.0,508.9,0.0
A359,01/05/2017,19,29.5,31.0,29.4,63,67,61,21.8,23.1,21.8,998.8,998.8,998.4,3.4,102,7.1,1520.,0.0
A359,01/05/2017,18,29.4,31.1,29.4,66,66,59,22.4,23.1,21.8,998.5,998.6,998.3,3.7,109,6.7,1878.,0.0
A359,01/05/2017,17,30.4,31.3,29.9,59,62,56,21.6,22.4,20.7,998.6,999.4,998.6,3.3,123,6.6,2407.,0.0
A359,01/05/2017,16,30.2,31.1,29.6,58,65,55,20.9,22.7,20.9,999.4,1000.3,999.4,2.6,145,6.5,2119.,0.0
A359,01/05/2017,15,30.9,31.3,30.3,59,63,55,21.8,23.0,20.7,1000.3,1000.8,1000.2,2.2,146,6.8,2804.,0.0
A359,01/05/2017,14,30.7,30.9,29.8,61,65,57,22.2,23.2,20.9,1000.7,1000.9,1000.7,1.6,53,4.1,2039.,0.0
A359,01/05/2017,13,30.4,30.9,30.0,57,59,52,20.8,21.9,19.3,1000.9,1001.0,1000.9,1.4,304,4.6,2698.,0.0
A359,01/05/2017,12,30.1,30.4,29.0,56,61,53,20.4,21.1,19.5,1001.0,1001.1,1000.8,1.4,211,5.3,2253.,0.0
A359,01/05/2017,11,29.0,29.1,26.5,60,70,58,20.5,20.9,19.6,1000.9,1000.9,1000.6,0.9,150,7.3,1250.,0.0
A359,01/05/2017,10,26.5,26.7,25.6,70,79,70,20.6,21.8,20.6,1000.6,1000.7,1000.6,2.6,146,7.3,262.7,0.0
A359,01/05/2017,09,26.0,26.0,24.2,78,84,77,21.9,22.1,21.1,1000.6,1000.6,999.9,1.0,140,4.1,11.45,0.0
A359,01/05/2017,08,25.5,25.6,25.1,78,81,78,21.5,21.8,21.4,999.9,1000.0,999.7,1.4,138,3.8,-3.54,0.0
A359,01/05/2017,07,25.4,25.8,25.3,80,81,78,21.6,22.0,21.6,999.7,999.7,999.5,2.2,96,4.9,-3.54,0.0
A359,01/05/2017,06,25.6,25.7,24.8,81,90,81,22.0,23.3,22.0,999.7,1000.2,999.7,1.6,121,4.3,-3.53,0.0
A359,01/05/2017,05,24.8,24.8,24.3,90,91,89,23.2,23.2,22.5,1000.2,1000.6,1000.2,2.0,90,3.1,-2.91,0.0
A359,01/05/2017,04,24.3,25.0,24.3,89,89,86,22.4,22.8,22.4,1000.6,1001.2,1000.6,0.5,172,1.9,-3.52,0.0
A359,01/05/2017,03,25.0,25.6,25.0,86,86,85,22.6,22.9,22.4,1001.2,1001.8,1001.2,1.2,64,2.3,-3.17,0.0
A359,01/05/2017,02,25.5,25.7,25.2,85,86,83,22.8,22.9,22.5,1001.7,1001.8,1001.6,0.8,28,1.6,-2.32,0.0
A359,01/05/2017,01,25.4,25.6,25.3,84,85,83,22.5,22.7,22.5,1001.8,1001.8,1001.3,0.5,96,1.2,-3.34,0.0
A359,01/05/2017,00,25.4,25.9,25.4,85,86,85,22.7,23.2,22.6,1001.3,1001.4,1000.9,0.5,181,1.6,-3.53,0.0
A359,02/05/2017,23,26.4,26.6,26.0,70,73,69,20.5,21.0,20.3,1000.0,1000.1,999.8,2.8,118,6.7,-3.54,0.0
A359,02/05/2017,22,26.5,26.9,26.4,71,75,71,20.9,21.5,20.8,999.8,999.8,999.4,2.5,124,5.7,-3.54,0.0
A359,02/05/2017,21,26.9,28.7,26.9,71,71,65,21.3,22.0,21.1,999.4,999.4,998.5,2.8,93,5.5,18.90,0.0
A359,02/05/2017,20,28.7,29.7,28.7,65,66,63,21.4,22.4,21.3,998.5,998.5,997.9,3.0,118,7.3,652.7,0.0
A359,02/05/2017,19,29.7,31.4,29.7,65,66,61,22.5,23.8,22.0,997.9,997.9,997.6,3.8,115,8.0,1650.,0.0
A359,02/05/2017,18,31.1,32.1,30.8,64,66,56,23.5,23.9,21.8,997.6,997.6,997.4,4.1,98,8.0,2381.,0.0
A359,02/05/2017,17,31.7,31.8,30.4,58,66,56,22.5,24.0,21.8,997.6,998.1,997.6,2.9,155,6.5,2718.,0.0
A359,02/05/2017,16,30.5,30.5,29.6,65,66,61,23.2,23.2,21.4,998.1,999.1,998.1,3.0,113,8.7,2372.,0.0
A359,02/05/2017,15,30.4,30.4,28.7,66,68,62,23.3,23.5,21.5,999.1,1000.3,999.1,3.1,132,8.2,2508.,0.0
A359,02/05/2017,14,29.0,29.2,27.7,67,77,65,22.1,23.4,21.8,1000.3,1001.0,1000.3,4.5,144,9.2,2205.,0.0
A359,02/05/2017,13,27.7,27.9,27.2,75,77,74,22.9,23.4,22.5,1001.0,1001.3,1001.0,4.1,120,10.1,1918.,0.0
A359,02/05/2017,12,27.2,27.3,24.6,76,86,75,22.5,23.0,22.1,1001.3,1001.7,1001.3,4.2,119,8.4,1070.,0.0
A359,02/05/2017,11,24.6,24.6,24.1,86,89,86,22.1,22.3,22.1,1001.7,1001.8,1001.3,4.0,112,7.7,222.5,0.0
A359,02/05/2017,10,24.1,24.1,23.3,89,91,89,22.1,22.2,21.9,1001.3,1001.3,1001.0,3.3,102,6.6,37.07,0.2
A359,02/05/2017,09,23.5,24.0,23.4,91,92,91,22.0,22.5,21.9,1001.1,1001.1,1000.1,3.2,78,6.5,0.561,0.0
A359,02/05/2017,08,23.8,24.1,23.4,91,91,90,22.3,22.5,21.8,1000.1,1000.2,999.6,1.6,61,3.3,-2.10,0.0
A359,02/05/2017,07,23.9,25.9,23.7,91,91,88,22.3,24.0,22.0,999.7,999.7,999.0,1.1,122,7.8,-2.29,2.0
A359,02/05/2017,06,25.8,25.8,25.7,89,89,86,23.9,23.9,23.4,999.0,999.2,998.9,1.5,116,4.4,-1.93,0.0
A359,02/05/2017,05,25.8,26.6,25.8,86,86,82,23.3,23.4,23.2,999.1,1000.3,999.1,2.4,107,4.4,-2.64,0.8
A359,02/05/2017,04,26.5,26.5,26.0,82,83,82,23.2,23.2,23.0,1000.3,1001.1,1000.3,2.1,108,4.1,-2.18,0.0
